GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),SEVERITY (CODE),SEVERITY (DISPLAY),SEVERITY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,MILD,Mild,,296 [267-318],296.00000,267.00000,318.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,301 [270-326],301.00000,270.00000,326.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,MILD,Mild,,263 [237-284],263.00000,237.00000,284.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,217 [194-235],217.00000,194.00000,235.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,MILD,Mild,,217 [202-227],217.00000,202.00000,227.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,MILD,Mild,,26.4 [24.1-28.4],26.40000,24.10000,28.40000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,227 [207-239],227.00000,207.00000,239.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,MILD,Mild,,154 [139-165],154.00000,139.00000,165.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,MILD,Mild,,231 [209-248],231.00000,209.00000,248.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,MILD,Mild,,275 [252-295],275.00000,252.00000,295.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,319 [271-355],319.00000,271.00000,355.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,MILD,Mild,,197 [174-214],197.00000,174.00000,214.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,248 [227-265],248.00000,227.00000,265.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,MILD,Mild,,221 [205-231],221.00000,205.00000,231.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,MILD,Mild,,23.4 [21.4-25.4],23.40000,21.40000,25.40000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,MILD,Mild,,134 [116-148],134.00000,116.00000,148.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,MILD,Mild,,325 [267-367],325.00000,267.00000,367.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,MILD,Mild,,290 [243-325],290.00000,243.00000,325.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,TOTAL,Total,,497 [401-575],497.00000,401.00000,575.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,TOTAL,Total,,48 [45.2-50.3],48.00000,45.20000,50.30000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,TOTAL,Total,,55.2 [49.9-58.7],55.20000,49.90000,58.70000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,TOTAL,Total,,46.8 [43.9-49.1],46.80000,43.90000,49.10000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,409 [365-442],409.00000,365.00000,442.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,TOTAL,Total,,55.3 [47-60],55.30000,47.00000,60.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,TOTAL,Total,,469 [413-515],469.00000,413.00000,515.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,511 [437-581],511.00000,437.00000,581.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,TOTAL,Total,,577 [491-660],577.00000,491.00000,660.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,TOTAL,Total,,395 [351-425],395.00000,351.00000,425.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,TOTAL,Total,,55.2 [48.3-59.4],55.20000,48.30000,59.40000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,TOTAL,Total,,55.1 [50.3-58.3],55.10000,50.30000,58.30000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,TOTAL,Total,,583 [494-667],583.00000,494.00000,667.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,TOTAL,Total,,45.5 [42.5-47.8],45.50000,42.50000,47.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,TOTAL,Total,,621 [458-794],621.00000,458.00000,794.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,TOTAL,Total,,479 [422-526],479.00000,422.00000,526.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,TOTAL,Total,,577 [396-767],577.00000,396.00000,767.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,TOTAL,Total,,594 [490-700],594.00000,490.00000,700.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,TOTAL,Total,,441 [354-521],441.00000,354.00000,521.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,TOTAL,Total,,54.9 [50.7-58],54.90000,50.70000,58.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,TOTAL,Total,,436 [361-507],436.00000,361.00000,507.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,TOTAL,Total,,633 [445-826],633.00000,445.00000,826.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,TOTAL,Total,,454 [371-531],454.00000,371.00000,531.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,TOTAL,Total,,456 [400-500],456.00000,400.00000,500.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2016,2016,,AFR,2016,2016,Africa,,COG,Congo,,,,,TOTAL,Total,,55.2 [49.1-59.1],55.20000,49.10000,59.10000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,TOTAL,Total,,513 [433-591],513.00000,433.00000,591.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,TOTAL,Total,,53.1 [49.9-55.8],53.10000,49.90000,55.80000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,TOTAL,Total,,532 [441-622],532.00000,441.00000,622.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,TOTAL,Total,,52.3 [49.3-54.8],52.30000,49.30000,54.80000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,TOTAL,Total,,553 [475-629],553.00000,475.00000,629.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,COG,Congo,,,,,TOTAL,Total,,449 [375-519],449.00000,375.00000,519.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,COG,Congo,,,,,TOTAL,Total,,388 [345-419],388.00000,345.00000,419.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,TOTAL,Total,,417 [372-452],417.00000,372.00000,452.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,TOTAL,Total,,501 [424-575],501.00000,424.00000,575.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,TOTAL,Total,,489 [417-561],489.00000,417.00000,561.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,COG,Congo,,,,,TOTAL,Total,,475 [403-544],475.00000,403.00000,544.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,TOTAL,Total,,495 [425-555],495.00000,425.00000,555.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,462 [389-531],462.00000,389.00000,531.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,COG,Congo,,,,,TOTAL,Total,,523 [439-605],523.00000,439.00000,605.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,TOTAL,Total,,398 [313-477],398.00000,313.00000,477.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,COG,Congo,,,,,TOTAL,Total,,557 [416-710],557.00000,416.00000,710.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,TOTAL,Total,,566 [408-737],566.00000,408.00000,737.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,TOTAL,Total,,600 [487-718],600.00000,487.00000,718.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,COG,Congo,,,,,TOTAL,Total,,544 [435-661],544.00000,435.00000,661.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,COG,Congo,,,,,TOTAL,Total,,410 [328-486],410.00000,328.00000,486.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,TOTAL,Total,,370 [322-405],370.00000,322.00000,405.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,COG,Congo,,,,,TOTAL,Total,,54.3 [50.8-57.2],54.30000,50.80000,57.20000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,TOTAL,Total,,55.5 [45.5-60.8],55.50000,45.50000,60.80000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,TOTAL,Total,,51.4 [48.5-53.9],51.40000,48.50000,53.90000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,COG,Congo,,,,,TOTAL,Total,,54.7 [50.9-57.6],54.70000,50.90000,57.60000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,COG,Congo,,,,,TOTAL,Total,,42.9 [39.7-45.4],42.90000,39.70000,45.40000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,TOTAL,Total,,426 [378-464],426.00000,378.00000,464.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,COG,Congo,,,,,TOTAL,Total,,496 [387-585],496.00000,387.00000,585.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,COG,Congo,,,,,TOTAL,Total,,495 [372-597],495.00000,372.00000,597.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,COG,Congo,,,,,TOTAL,Total,,535 [439-633],535.00000,439.00000,633.00000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,COG,Congo,,,,,TOTAL,Total,,540 [467-612],540.00000,467.00000,612.00000,,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,COG,Congo,,,,,TOTAL,Total,,49.2 [46.4-51.6],49.20000,46.40000,51.60000,,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,COG,Congo,,,,,TOTAL,Total,,483 [407-555],483.00000,407.00000,555.00000,,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5654,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,COG,Congo,,,,,TOTAL,Total,,539 [437-645],539.00000,437.00000,645.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,COG,Congo,,,,,TOTAL,Total,,436 [385-477],436.00000,385.00000,477.00000,,,
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5653,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,COG,Congo,,,,,TOTAL,Total,,447 [394-489],447.00000,394.00000,489.00000,,,
